Categorie;Ordre;Famille;Nom_EN;Nom_LT;Nom_FR;Url_EN;Url_FR
Shrikes;Passeriformes;Laniidae;Lesser gray shrike;Lanius minor;pie-grièche à poitrine rose;https://en.wikipedia.org/wiki/Lesser_gray_shrike;https://fr.wikipedia.org/wiki/Pie-gri%C3%A8che_%C3%A0_poitrine_rose
Shrikes;Passeriformes;Laniidae;Masked shrike;Lanius nubicus;pie-grièche masquée;https://en.wikipedia.org/wiki/Masked_shrike;https://fr.wikipedia.org/wiki/Pie-gri%C3%A8che_masqu%C3%A9e
Shrikes;Passeriformes;Laniidae;Woodchat shrike;Lanius senator;pie-grièche à tête rousse;https://en.wikipedia.org/wiki/Woodchat_shrike;https://fr.wikipedia.org/wiki/Pie-gri%C3%A8che_%C3%A0_t%C3%AAte_rousse
Crows, jays, and magpies;Passeriformes;Corvidae;Eurasian jay;Garrulus glandarius;geai des chênes;https://en.wikipedia.org/wiki/Eurasian_jay;https://fr.wikipedia.org/wiki/Geai_des_ch%C3%AAnes
Crows, jays, and magpies;Passeriformes;Corvidae;Eurasian magpie;Pica pica;pie bavarde;https://en.wikipedia.org/wiki/Eurasian_magpie;https://fr.wikipedia.org/wiki/Pie_bavarde
Crows, jays, and magpies;Passeriformes;Corvidae;Eurasian nutcracker;Nucifraga caryocatactes;cassenoix moucheté;https://en.wikipedia.org/wiki/Eurasian_nutcracker;https://fr.wikipedia.org/wiki/Cassenoix_mouchet%C3%A9
Crows, jays, and magpies;Passeriformes;Corvidae;Red-billed chough;Pyrrhocorax pyrrhocorax;crave à bec rouge;https://en.wikipedia.org/wiki/Red-billed_chough;https://fr.wikipedia.org/wiki/Crave_%C3%A0_bec_rouge
Crows, jays, and magpies;Passeriformes;Corvidae;Yellow-billed chough;Pyrrhocorax graculus;chocard à bec jaune;https://en.wikipedia.org/wiki/Yellow-billed_chough;https://fr.wikipedia.org/wiki/Chocard_%C3%A0_bec_jaune
Crows, jays, and magpies;Passeriformes;Corvidae;Eurasian jackdaw;Corvus monedula;choucas des tours;https://en.wikipedia.org/wiki/Eurasian_jackdaw;https://fr.wikipedia.org/wiki/Choucas_des_tours
Crows, jays, and magpies;Passeriformes;Corvidae;Daurian jackdaw;Coloeus dauuricus;choucas de Daourie;https://en.wikipedia.org/wiki/Daurian_jackdaw;https://fr.wikipedia.org/wiki/Choucas_de_Daourie
Crows, jays, and magpies;Passeriformes;Corvidae;Rook;Corvus frugilegus;corbeau freux;https://en.wikipedia.org/wiki/Rook_(bird);https://fr.wikipedia.org/wiki/Corbeau_freux
Crows, jays, and magpies;Passeriformes;Corvidae;Carrion crow;Corvus corone;corneille noire;https://en.wikipedia.org/wiki/Carrion_crow;https://fr.wikipedia.org/wiki/Corneille_noire
Crows, jays, and magpies;Passeriformes;Corvidae;Hooded crow;Corvus cornix;corneille mantelée;https://en.wikipedia.org/wiki/Hooded_crow;https://fr.wikipedia.org/wiki/Corneille_mantel%C3%A9e
Crows, jays, and magpies;Passeriformes;Corvidae;Fan-tailed raven;Corvus rhipidurus;corbeau à queue courte;https://en.wikipedia.org/wiki/Fan-tailed_raven;https://fr.wikipedia.org/wiki/Corbeau_%C3%A0_queue_courte
Crows, jays, and magpies;Passeriformes;Corvidae;Common raven;Corvus corax;grand corbeau;https://en.wikipedia.org/wiki/Common_raven;https://fr.wikipedia.org/wiki/Grand_corbeau
Tits, chickadees, and titmice;Passeriformes;Paridae;Coal tit;Periparus ater;mésange noire;https://en.wikipedia.org/wiki/Coal_tit;https://fr.wikipedia.org/wiki/M%C3%A9sange_noire
Tits, chickadees, and titmice;Passeriformes;Paridae;Crested tit;Lophophanes cristatus;mésange huppée;https://en.wikipedia.org/wiki/Crested_tit;https://fr.wikipedia.org/wiki/M%C3%A9sange_hupp%C3%A9e
Tits, chickadees, and titmice;Passeriformes;Paridae;Marsh tit;Poecile palustris;mésange nonnette;https://en.wikipedia.org/wiki/Marsh_tit;https://fr.wikipedia.org/wiki/M%C3%A9sange_nonnette
Tits, chickadees, and titmice;Passeriformes;Paridae;Willow tit;Poecile montanus;mésange boréale;https://en.wikipedia.org/wiki/Willow_tit;https://fr.wikipedia.org/wiki/M%C3%A9sange_bor%C3%A9ale
Tits, chickadees, and titmice;Passeriformes;Paridae;Eurasian blue tit;Cyanistes caeruleus;mésange bleue;https://en.wikipedia.org/wiki/Eurasian_blue_tit;https://fr.wikipedia.org/wiki/M%C3%A9sange_bleue
Tits, chickadees, and titmice;Passeriformes;Paridae;Azure tit;Cyanistes cyanus;mésange azurée;https://en.wikipedia.org/wiki/Azure_tit;https://fr.wikipedia.org/wiki/M%C3%A9sange_azur%C3%A9e
Tits, chickadees, and titmice;Passeriformes;Paridae;Great tit;Parus major;mésange charbonnière;https://en.wikipedia.org/wiki/Great_tit;https://fr.wikipedia.org/wiki/M%C3%A9sange_charbonni%C3%A8re
Penduline-tits;Passeriformes;Remizidae;Eurasian penduline-tit;Remiz pendulinus;rémiz penduline;https://en.wikipedia.org/wiki/Eurasian_penduline-tit;https://fr.wikipedia.org/wiki/R%C3%A9miz_penduline
Larks;Passeriformes;Alaudidae;Bar-tailed lark;Ammomanes cinctura;ammomane élégante;https://en.wikipedia.org/wiki/Bar-tailed_lark;https://fr.wikipedia.org/wiki/Ammomane_%C3%A9l%C3%A9gante
Larks;Passeriformes;Alaudidae;Horned lark;Eremophila alpestris;alouette hausse-col;https://en.wikipedia.org/wiki/Horned_lark;https://fr.wikipedia.org/wiki/Alouette_hausse-col
Larks;Passeriformes;Alaudidae;Greater short-toed lark;Calandrella brachydactyla;alouette calandrelle;https://en.wikipedia.org/wiki/Greater_short-toed_lark;https://fr.wikipedia.org/wiki/Alouette_calandrelle
Larks;Passeriformes;Alaudidae;Bimaculated lark;Melanocorypha bimaculata;alouette monticole;https://en.wikipedia.org/wiki/Bimaculated_lark;https://fr.wikipedia.org/wiki/Alouette_monticole
Larks;Passeriformes;Alaudidae;Calandra lark;Melanocorypha calandra;alouette calandre;https://en.wikipedia.org/wiki/Calandra_lark;https://fr.wikipedia.org/wiki/Alouette_calandre
Larks;Passeriformes;Alaudidae;Dupont's lark;Chersophilus duponti;sirli ricoti;https://en.wikipedia.org/wiki/Dupont%27s_lark;https://fr.wikipedia.org/wiki/Sirli_ricoti
Larks;Passeriformes;Alaudidae;Wood lark;Lullula arborea;alouette lulu;https://en.wikipedia.org/wiki/Wood_lark;https://fr.wikipedia.org/wiki/Alouette_lulu
Larks;Passeriformes;Alaudidae;Mediterranean short-toed lark;Alaudala rufescens;alouette pispolette;https://en.wikipedia.org/wiki/Mediterranean_short-toed_lark;https://fr.wikipedia.org/wiki/Alouette_pispolette
Larks;Passeriformes;Alaudidae;Eurasian skylark;Alauda arvensis;alouette des champs;https://en.wikipedia.org/wiki/Eurasian_skylark;https://fr.wikipedia.org/wiki/Alouette_des_champs
Larks;Passeriformes;Alaudidae;Thekla's lark;Galerida theklae;cochevis de Thékla;https://en.wikipedia.org/wiki/Thekla%27s_lark;https://fr.wikipedia.org/wiki/Cochevis_de_Th%C3%A9kla
Larks;Passeriformes;Alaudidae;Crested lark;Galerida cristata;cochevis huppé;https://en.wikipedia.org/wiki/Crested_lark;https://fr.wikipedia.org/wiki/Cochevis_hupp%C3%A9
Bearded reedling;Passeriformes;Panuridae;Bearded reedling;Panurus biarmicus;panure à moustaches;https://en.wikipedia.org/wiki/Bearded_reedling;https://fr.wikipedia.org/wiki/Panure_%C3%A0_moustaches
Cisticolas and allies;Passeriformes;Cisticolidae;Zitting cisticola;Cisticola juncidis;cisticole des joncs;https://en.wikipedia.org/wiki/Zitting_cisticola;https://fr.wikipedia.org/wiki/Cisticole_des_joncs
Reed warblers and allies;Passeriformes;Acrocephalidae;Booted warbler;Iduna caligata;hypolaïs bottée;https://en.wikipedia.org/wiki/Booted_warbler;https://fr.wikipedia.org/wiki/Hypola%C3%AFs_bott%C3%A9e
Reed warblers and allies;Passeriformes;Acrocephalidae;Sykes's warbler;Iduna rama;hypolaïs rama;https://en.wikipedia.org/wiki/Sykes%27s_warbler;https://fr.wikipedia.org/wiki/Hypola%C3%AFs_rama
Reed warblers and allies;Passeriformes;Acrocephalidae;Eastern olivaceous warbler;Iduna pallida;hypolaïs pâle;https://en.wikipedia.org/wiki/Eastern_olivaceous_warbler;https://fr.wikipedia.org/wiki/Hypola%C3%AFs_p%C3%A2le
Reed warblers and allies;Passeriformes;Acrocephalidae;Western olivaceous warbler;Iduna opaca;hypolaïs obscure;https://en.wikipedia.org/wiki/Western_olivaceous_warbler;https://fr.wikipedia.org/wiki/Acrocephalidae
Reed warblers and allies;Passeriformes;Acrocephalidae;Melodious warbler;Hippolais polyglotta;hypolaïs polyglotte;https://en.wikipedia.org/wiki/Melodious_warbler;https://fr.wikipedia.org/wiki/Hypola%C3%AFs_polyglotte
Reed warblers and allies;Passeriformes;Acrocephalidae;Icterine warbler;Hippolais icterina;hypolaïs ictérine;https://en.wikipedia.org/wiki/Icterine_warbler;https://fr.wikipedia.org/wiki/Hypola%C3%AFs_ict%C3%A9rine
Reed warblers and allies;Passeriformes;Acrocephalidae;Aquatic warbler;Acrocephalus paludicola;phragmite aquatique;https://en.wikipedia.org/wiki/Aquatic_warbler;https://fr.wikipedia.org/wiki/Phragmite_aquatique
Reed warblers and allies;Passeriformes;Acrocephalidae;Moustached warbler;Acrocephalus melanopogon;lusciniole à moustaches;https://en.wikipedia.org/wiki/Moustached_warbler;https://fr.wikipedia.org/wiki/Lusciniole_%C3%A0_moustaches
Reed warblers and allies;Passeriformes;Acrocephalidae;Sedge warbler;Acrocephalus schoenobaenus;phragmite des joncs;https://en.wikipedia.org/wiki/Sedge_warbler;https://fr.wikipedia.org/wiki/Phragmite_des_joncs
Reed warblers and allies;Passeriformes;Acrocephalidae;Paddyfield warbler;Acrocephalus agricola;rousserolle isabelle;https://en.wikipedia.org/wiki/Paddyfield_warbler;https://fr.wikipedia.org/wiki/Rousserolle_isabelle
Reed warblers and allies;Passeriformes;Acrocephalidae;Blyth's reed warbler;Acrocephalus dumetorum;rousserolle des buissons;https://en.wikipedia.org/wiki/Blyth%27s_reed_warbler;https://fr.wikipedia.org/wiki/Rousserolle_des_buissons
Reed warblers and allies;Passeriformes;Acrocephalidae;Marsh warbler;Acrocephalus palustris;rousserolle verderolle;https://en.wikipedia.org/wiki/Marsh_warbler;https://fr.wikipedia.org/wiki/Rousserolle_verderolle
Reed warblers and allies;Passeriformes;Acrocephalidae;Common reed warbler;Acrocephalus scirpaceus;rousserolle effarvatte;https://en.wikipedia.org/wiki/Common_reed_warbler;https://fr.wikipedia.org/wiki/Rousserolle_effarvatte
Reed warblers and allies;Passeriformes;Acrocephalidae;Great reed warbler;Acrocephalus arundinaceus;rousserolle turdoïde;https://en.wikipedia.org/wiki/Great_reed_warbler;https://fr.wikipedia.org/wiki/Rousserolle_turdo%C3%AFde
Grassbirds and allies;Passeriformes;Locustellidae;Gray's grasshopper warbler;Helopsaltes fasciolatus;locustelle fasciée;https://en.wikipedia.org/wiki/Gray%27s_grasshopper_warbler;https://fr.wikipedia.org/wiki/Locustelle_fasci%C3%A9e
Grassbirds and allies;Passeriformes;Locustellidae;Pallas's grasshopper warbler;Helopsaltes certhiola;locustelle de Pallas;https://en.wikipedia.org/wiki/Pallas%27s_grasshopper_warbler;https://fr.wikipedia.org/wiki/Locustelle_de_Pallas
Grassbirds and allies;Passeriformes;Locustellidae;Lanceolated warbler;Locustella lanceolata;locustelle lancéolée;https://en.wikipedia.org/wiki/Lanceolated_warbler;https://fr.wikipedia.org/wiki/Locustelle_lanc%C3%A9ol%C3%A9e
Grassbirds and allies;Passeriformes;Locustellidae;River warbler;Locustella fluviatilis;locustelle fluviatile;https://en.wikipedia.org/wiki/River_warbler;https://fr.wikipedia.org/wiki/Locustelle_fluviatile
Grassbirds and allies;Passeriformes;Locustellidae;Savi's warbler;Locustella luscinioides;locustelle luscinioide;https://en.wikipedia.org/wiki/Savi%27s_warbler;https://fr.wikipedia.org/wiki/Locustelle_luscinioide
Grassbirds and allies;Passeriformes;Locustellidae;Common grasshopper-warbler;Locustella naevia;locustelle tachetée;https://en.wikipedia.org/wiki/Common_grasshopper-warbler;https://fr.wikipedia.org/wiki/Locustelle_tachet%C3%A9e
Swallows;Passeriformes;Hirundinidae;Plain martin;Riparia paludicola;hirondelle paludicole;https://en.wikipedia.org/wiki/Brown-throated_martin;https://fr.wikipedia.org/wiki/Hirondelle_paludicole
Swallows;Passeriformes;Hirundinidae;Bank swallow;Riparia riparia;hirondelle de rivage;https://en.wikipedia.org/wiki/Bank_swallow;https://fr.wikipedia.org/wiki/Hirondelle_de_rivage
Swallows;Passeriformes;Hirundinidae;Eurasian crag-martin;Ptyonoprogne rupestris;hirondelle de rochers;https://en.wikipedia.org/wiki/Eurasian_crag-martin;https://fr.wikipedia.org/wiki/Hirondelle_de_rochers
Swallows;Passeriformes;Hirundinidae;Barn swallow;Hirundo rustica;hirondelle rustique;https://en.wikipedia.org/wiki/Barn_swallow;https://fr.wikipedia.org/wiki/Hirondelle_rustique
Swallows;Passeriformes;Hirundinidae;Red-rumped swallow;Hirundo daurica;hirondelle rousseline;https://en.wikipedia.org/wiki/Red-rumped_swallow;https://fr.wikipedia.org/wiki/Hirondelle_rousseline
Swallows;Passeriformes;Hirundinidae;Cliff swallow;Petrochelidon pyrrhonota;hirondelle à front blanc;https://en.wikipedia.org/wiki/American_cliff_swallow;https://fr.wikipedia.org/wiki/Hirondelle_%C3%A0_front_blanc
Swallows;Passeriformes;Hirundinidae;Common house-martin;Delichon urbicum;hirondelle de fenêtre;https://en.wikipedia.org/wiki/Common_house-martin;https://fr.wikipedia.org/wiki/Hirondelle_de_fen%C3%AAtre
Leaf warblers;Passeriformes;Phylloscopidae;Wood warbler;Phylloscopus sibilatrix;pouillot siffleur;https://en.wikipedia.org/wiki/Wood_warbler;https://fr.wikipedia.org/wiki/Pouillot_siffleur
Leaf warblers;Passeriformes;Phylloscopidae;Western Bonelli's warbler;Phylloscopus bonelli;pouillot de Bonelli;https://en.wikipedia.org/wiki/Western_Bonelli%27s_warbler;https://fr.wikipedia.org/wiki/Pouillot_de_Bonelli
Leaf warblers;Passeriformes;Phylloscopidae;Eastern Bonelli's warbler;Phylloscopus orientalis;pouillot oriental;https://en.wikipedia.org/wiki/Eastern_Bonelli%27s_warbler;https://fr.wikipedia.org/wiki/Pouillot_oriental
Leaf warblers;Passeriformes;Phylloscopidae;Yellow-browed warbler;Phylloscopus inornatus;pouillot à grands sourcils;https://en.wikipedia.org/wiki/Yellow-browed_warbler;https://fr.wikipedia.org/wiki/Pouillot_%C3%A0_grands_sourcils
Leaf warblers;Passeriformes;Phylloscopidae;Hume's warbler;Phylloscopus humei;pouillot de Hume;https://en.wikipedia.org/wiki/Hume%27s_warbler;https://fr.wikipedia.org/wiki/Phylloscopidae
Leaf warblers;Passeriformes;Phylloscopidae;Pallas's leaf warbler;Phylloscopus proregulus;pouillot de Pallas;https://en.wikipedia.org/wiki/Pallas%27s_leaf_warbler;https://fr.wikipedia.org/wiki/Pouillot_de_Pallas
Leaf warblers;Passeriformes;Phylloscopidae;Radde's warbler;Phylloscopus schwarzi;pouillot de Schwarz;https://en.wikipedia.org/wiki/Radde%27s_warbler;https://fr.wikipedia.org/wiki/Phylloscopidae
Leaf warblers;Passeriformes;Phylloscopidae;Dusky warbler;Phylloscopus fuscatus;pouillot brun;https://en.wikipedia.org/wiki/Dusky_warbler;https://fr.wikipedia.org/wiki/Pouillot_brun
Leaf warblers;Passeriformes;Phylloscopidae;Willow warbler;Phylloscopus trochilus;pouillot fitis;https://en.wikipedia.org/wiki/Willow_warbler;https://fr.wikipedia.org/wiki/Pouillot_fitis
Leaf warblers;Passeriformes;Phylloscopidae;Common chiffchaff;Phylloscopus collybita;pouillot véloce;https://en.wikipedia.org/wiki/Common_chiffchaff;https://fr.wikipedia.org/wiki/Pouillot_v%C3%A9loce
Leaf warblers;Passeriformes;Phylloscopidae;Iberian chiffchaff;Phylloscopus brehmii;pouillot ibérique;https://en.wikipedia.org/wiki/Iberian_chiffchaff;https://fr.wikipedia.org/wiki/Pouillot_ib%C3%A9rique
Leaf warblers;Passeriformes;Phylloscopidae;Eastern crowned warbler;Phylloscopus coronatus;pouillot de Temminck;https://en.wikipedia.org/wiki/Eastern_crowned_warbler;https://fr.wikipedia.org/wiki/Pouillot_de_Temminck
Leaf warblers;Passeriformes;Phylloscopidae;Greenish warbler;Phylloscopus trochiloides;pouillot verdâtre;https://en.wikipedia.org/wiki/Greenish_warbler;https://fr.wikipedia.org/wiki/Pouillot_verd%C3%A2tre
Leaf warblers;Passeriformes;Phylloscopidae;Two-barred warbler;Phylloscopus plumbeitarsus;pouillot à deux barres;https://en.wikipedia.org/wiki/Two-barred_warbler;https://fr.wikipedia.org/wiki/Pouillot_%C3%A0_deux_barres
Leaf warblers;Passeriformes;Phylloscopidae;Arctic warbler;Phylloscopus borealis;pouillot boréal;https://en.wikipedia.org/wiki/Arctic_warbler;https://fr.wikipedia.org/wiki/Pouillot_bor%C3%A9al
Bush warblers and allies;Passeriformes;Scotocercidae;Cetti's warbler;Cettia cetti;bouscarle de Cetti;https://en.wikipedia.org/wiki/Cetti%27s_warbler;https://fr.wikipedia.org/wiki/Bouscarle_de_Cetti
Long-tailed tits;Passeriformes;Aegithalidae;Long-tailed tit;Aegithalos caudatus;mésange à longue queue;https://en.wikipedia.org/wiki/Long-tailed_tit;https://fr.wikipedia.org/wiki/M%C3%A9sange_%C3%A0_longue_queue
Sylviid warblers, parrotbills, and allies;Passeriformes;Sylviidae;Eurasian blackcap;Sylvia atricapilla;fauvette à tête noire;https://en.wikipedia.org/wiki/Eurasian_blackcap;https://fr.wikipedia.org/wiki/Fauvette_%C3%A0_t%C3%AAte_noire
Sylviid warblers, parrotbills, and allies;Passeriformes;Sylviidae;Garden warbler;Sylvia borin;fauvette des jardins;https://en.wikipedia.org/wiki/Garden_warbler;https://fr.wikipedia.org/wiki/Fauvette_des_jardins
Sylviid warblers, parrotbills, and allies;Passeriformes;Sylviidae;Barred warbler;Curruca nisoria;fauvette épervière;https://en.wikipedia.org/wiki/Barred_warbler;https://fr.wikipedia.org/wiki/Fauvette_%C3%A9pervi%C3%A8re
Sylviid warblers, parrotbills, and allies;Passeriformes;Sylviidae;Lesser whitethroat;Curruca curruca;fauvette babillarde;https://en.wikipedia.org/wiki/Lesser_whitethroat;https://fr.wikipedia.org/wiki/Fauvette_babillarde
Sylviid warblers, parrotbills, and allies;Passeriformes;Sylviidae;Western Orphean warbler;Curruca hortensis;fauvette orphée;https://en.wikipedia.org/wiki/Western_Orphean_warbler;https://fr.wikipedia.org/wiki/Fauvette_orph%C3%A9e
Sylviid warblers, parrotbills, and allies;Passeriformes;Sylviidae;Asian desert warbler;Curruca nana;fauvette naine;https://en.wikipedia.org/wiki/Asian_desert_warbler;https://fr.wikipedia.org/wiki/Fauvette_naine
Sylviid warblers, parrotbills, and allies;Passeriformes;Sylviidae;Tristram's warbler;Curruca deserticola;fauvette de l'Atlas;https://en.wikipedia.org/wiki/Tristram%27s_warbler;https://fr.wikipedia.org/wiki/Fauvette_de_l%27Atlas
Sylviid warblers, parrotbills, and allies;Passeriformes;Sylviidae;Rüppell's warbler;Curruca ruppeli;fauvette de Rüppell;https://en.wikipedia.org/wiki/R%C3%BCppell%27s_warbler;https://fr.wikipedia.org/wiki/Fauvette_de_R%C3%BCppell
Sylviid warblers, parrotbills, and allies;Passeriformes;Sylviidae;Sardinian warbler;Curruca melanocephala;fauvette mélanocéphale;https://en.wikipedia.org/wiki/Sardinian_warbler;https://fr.wikipedia.org/wiki/Fauvette_m%C3%A9lanoc%C3%A9phale
Sylviid warblers, parrotbills, and allies;Passeriformes;Sylviidae;Moltoni's warbler;Curruca subalpina;fauvette de Moltoni;https://en.wikipedia.org/wiki/Moltoni%27s_warbler;https://fr.wikipedia.org/wiki/Fauvette_de_Moltoni
Sylviid warblers, parrotbills, and allies;Passeriformes;Sylviidae;Western subalpine warbler;Curruca iberiae;fauvette passerinette;https://en.wikipedia.org/wiki/Western_subalpine_warbler;https://fr.wikipedia.org/wiki/Fauvette_passerinette
Sylviid warblers, parrotbills, and allies;Passeriformes;Sylviidae;Greater whitethroat;Curruca communis;fauvette grisette;https://en.wikipedia.org/wiki/Greater_whitethroat;https://fr.wikipedia.org/wiki/Fauvette_grisette
Sylviid warblers, parrotbills, and allies;Passeriformes;Sylviidae;Spectacled warbler;Curruca conspicillata;fauvette à lunettes;https://en.wikipedia.org/wiki/Spectacled_warbler;https://fr.wikipedia.org/wiki/Fauvette_%C3%A0_lunettes
Sylviid warblers, parrotbills, and allies;Passeriformes;Sylviidae;Marmora's warbler;Curruca sarda;fauvette sarde;https://en.wikipedia.org/wiki/Marmora%27s_warbler;https://fr.wikipedia.org/wiki/Fauvette_sarde
Sylviid warblers, parrotbills, and allies;Passeriformes;Sylviidae;Dartford warbler;Curruca undata;fauvette pitchou;https://en.wikipedia.org/wiki/Dartford_warbler;https://fr.wikipedia.org/wiki/Fauvette_pitchou
Laughingthrushes and allies;Passeriformes;Leiothrichidae;Red-billed leiothrix;Leiothrix lutea;léiothrix jaune;https://en.wikipedia.org/wiki/Red-billed_leiothrix;https://fr.wikipedia.org/wiki/L%C3%A9iothrix_jaune
Kinglets;Passeriformes;Regulidae;Goldcrest;Regulus regulus;roitelet huppé;https://en.wikipedia.org/wiki/Goldcrest;https://fr.wikipedia.org/wiki/Roitelet_hupp%C3%A9
Kinglets;Passeriformes;Regulidae;Common firecrest;Regulus ignicapillus;roitelet à triple bandeau;https://en.wikipedia.org/wiki/Common_firecrest;https://fr.wikipedia.org/wiki/Roitelet_%C3%A0_triple_bandeau
Wallcreeper;Passeriformes;Tichodromidae;Wallcreeper;Tichodroma muraria;tichodrome échelette;https://en.wikipedia.org/wiki/Wallcreeper;https://fr.wikipedia.org/wiki/Tichodrome_%C3%A9chelette
Nuthatches;Passeriformes;Sittidae;Eurasian nuthatch;Sitta europaea;sittelle torchepot;https://en.wikipedia.org/wiki/Eurasian_nuthatch;https://fr.wikipedia.org/wiki/Sittelle_torchepot
Nuthatches;Passeriformes;Sittidae;Corsican nuthatch;Sitta whiteheadi;sittelle corse;https://en.wikipedia.org/wiki/Corsican_nuthatch;https://fr.wikipedia.org/wiki/Sittelle_corse
Treecreepers;Passeriformes;Certhiidae;Eurasian treecreeper;Certhia familiaris;grimpereau des bois;https://en.wikipedia.org/wiki/Eurasian_treecreeper;https://fr.wikipedia.org/wiki/Grimpereau_des_bois
Treecreepers;Passeriformes;Certhiidae;Short-toed treecreeper;Certhia brachydactyla;grimpereau des jardins;https://en.wikipedia.org/wiki/Short-toed_treecreeper;https://fr.wikipedia.org/wiki/Grimpereau_des_jardins
Wrens;Passeriformes;Troglodytidae;Eurasian wren;Troglodytes troglodytes;troglodyte mignon;https://en.wikipedia.org/wiki/Eurasian_wren;https://fr.wikipedia.org/wiki/Troglodyte_mignon
Dippers;Passeriformes;Cinclidae;White-throated dipper;Cinclus cinclus;cincle plongeur;https://en.wikipedia.org/wiki/White-throated_dipper;https://fr.wikipedia.org/wiki/Cincle_plongeur
Starlings;Passeriformes;Sturnidae;European starling;Sturnus vulgaris;étourneau sansonnet;https://en.wikipedia.org/wiki/European_starling;https://fr.wikipedia.org/wiki/%C3%89tourneau_sansonnet
Starlings;Passeriformes;Sturnidae;Spotless starling;Sturnus unicolor;étourneau unicolore;https://en.wikipedia.org/wiki/Spotless_starling;https://fr.wikipedia.org/wiki/%C3%89tourneau_unicolore
Starlings;Passeriformes;Sturnidae;Rosy starling;Pastor roseus;étourneau roselin;https://en.wikipedia.org/wiki/Rosy_starling;https://fr.wikipedia.org/wiki/%C3%89tourneau_roselin
Thrushes and allies;Passeriformes;Turdidae;White's thrush;Zoothera aurea;grive dorée;https://en.wikipedia.org/wiki/White%27s_thrush;https://fr.wikipedia.org/wiki/Grive_dor%C3%A9e
Thrushes and allies;Passeriformes;Turdidae;Scaly thrush;Zoothera dauma;grive dama;https://en.wikipedia.org/wiki/Scaly_thrush;https://fr.wikipedia.org/wiki/Grive_dama
Thrushes and allies;Passeriformes;Turdidae;Veery;Catharus fuscescens;grive fauve;https://en.wikipedia.org/wiki/Veery;https://fr.wikipedia.org/wiki/Grive_fauve
Thrushes and allies;Passeriformes;Turdidae;Gray-cheeked thrush;Catharus minimus;grive à joues grises;https://en.wikipedia.org/wiki/Gray-cheeked_thrush;https://fr.wikipedia.org/wiki/Grive_%C3%A0_joues_grises
Thrushes and allies;Passeriformes;Turdidae;Swainson's thrush;Catharus ustulatus;grive à dos olive;https://en.wikipedia.org/wiki/Swainson%27s_thrush;https://fr.wikipedia.org/wiki/Grive_%C3%A0_dos_olive
Thrushes and allies;Passeriformes;Turdidae;Hermit thrush;Catharus guttatus;;https://en.wikipedia.org/wiki/Hermit_thrush;
Thrushes and allies;Passeriformes;Turdidae;Siberian thrush;Geokichla sibirica;grive de Sibérie;https://en.wikipedia.org/wiki/Siberian_thrush;https://fr.wikipedia.org/wiki/Grive_de_Sib%C3%A9rie
Thrushes and allies;Passeriformes;Turdidae;Mistle thrush;Turdus viscivorus;grive draine;https://en.wikipedia.org/wiki/Mistle_thrush;https://fr.wikipedia.org/wiki/Grive_draine
Thrushes and allies;Passeriformes;Turdidae;Song thrush;Turdus philomelos;grive musicienne;https://en.wikipedia.org/wiki/Song_thrush;https://fr.wikipedia.org/wiki/Grive_musicienne
Thrushes and allies;Passeriformes;Turdidae;Redwing;Turdus iliacus;grive mauvis;https://en.wikipedia.org/wiki/Redwing;https://fr.wikipedia.org/wiki/Grive_mauvis
Thrushes and allies;Passeriformes;Turdidae;Eurasian blackbird;Turdus merula;merle noir;https://en.wikipedia.org/wiki/Eurasian_blackbird;https://fr.wikipedia.org/wiki/Merle_noir
Thrushes and allies;Passeriformes;Turdidae;Eyebrowed thrush;Turdus obscurus;merle obscure;https://en.wikipedia.org/wiki/Eyebrowed_thrush;https://fr.wikipedia.org/wiki/Merle_obscure
Thrushes and allies;Passeriformes;Turdidae;Fieldfare;Turdus pilaris;grive litorne;https://en.wikipedia.org/wiki/Fieldfare;https://fr.wikipedia.org/wiki/Grive_litorne
Thrushes and allies;Passeriformes;Turdidae;Ring ouzel;Turdus torquatus;merle à plastron;https://en.wikipedia.org/wiki/Ring_ouzel;https://fr.wikipedia.org/wiki/Merle_%C3%A0_plastron
Thrushes and allies;Passeriformes;Turdidae;Black-throated thrush;Turdus atrogularis;grive à gorge noire;https://en.wikipedia.org/wiki/Black-throated_thrush;https://fr.wikipedia.org/wiki/Grive_%C3%A0_gorge_noire
Thrushes and allies;Passeriformes;Turdidae;Red-throated thrush;Turdus ruficollis;grive à gorge rousse;https://en.wikipedia.org/wiki/Red-throated_thrush;https://fr.wikipedia.org/wiki/Grive_%C3%A0_gorge_rousse
Thrushes and allies;Passeriformes;Turdidae;Dusky thrush;Turdus eunomus;grive à ailes rousses;https://en.wikipedia.org/wiki/Dusky_thrush;https://fr.wikipedia.org/wiki/Grive_%C3%A0_ailes_rousses
Thrushes and allies;Passeriformes;Turdidae;Naumann's thrush;Turdus naumanni;grive de Naumann;https://en.wikipedia.org/wiki/Naumann%27s_thrush;https://fr.wikipedia.org/wiki/Grive_de_Naumann
Old World flycatchers;Passeriformes;Muscicapidae;Spotted flycatcher;Muscicapa striata;gobemouche gris;https://en.wikipedia.org/wiki/Spotted_flycatcher;https://fr.wikipedia.org/wiki/Gobemouche_gris
